Time [ms],Speed_target [m/s],Speed [m/s],Theta_Target [°], Theta [°]
0.000,0.185,0.130,0.294,-0.180
6.000,0.184,0.131,0.325,-0.155
11.000,0.183,0.130,0.343,-0.111
16.000,0.183,0.130,0.345,-0.101
21.000,0.182,0.129,0.355,-0.058
26.000,0.181,0.129,0.352,-0.043
31.000,0.181,0.131,0.357,-0.087
36.000,0.180,0.131,0.395,-0.052
41.000,0.179,0.131,0.411,-0.020
46.000,0.179,0.131,0.417,-0.024
51.000,0.178,0.131,0.436,0.032
56.000,0.177,0.129,0.432,0.072
61.000,0.177,0.128,0.423,0.122
66.000,0.176,0.125,0.407,0.188
71.000,0.175,0.123,0.377,0.237
76.000,0.175,0.121,0.350,0.253
81.000,0.174,0.120,0.339,0.281
86.000,0.173,0.120,0.330,0.290
91.000,0.173,0.119,0.332,0.316
96.000,0.172,0.119,0.331,0.302
101.000,0.171,0.120,0.347,0.298
106.000,0.171,0.119,0.368,0.335
111.000,0.170,0.121,0.371,0.303
116.000,0.169,0.122,0.399,0.294
121.000,0.169,0.123,0.429,0.293
126.000,0.168,0.122,0.456,0.336
131.000,0.167,0.121,0.459,0.393
136.000,0.167,0.118,0.444,0.449
141.000,0.166,0.116,0.418,0.494
146.000,0.165,0.113,0.392,0.562
151.000,0.165,0.112,0.354,0.564
156.000,0.164,0.112,0.342,0.549
161.000,0.163,0.112,0.352,0.560
166.000,0.163,0.112,0.360,0.565
171.000,0.162,0.112,0.370,0.569
176.000,0.161,0.112,0.382,0.576
181.000,0.161,0.111,0.393,0.612
186.000,0.160,0.111,0.389,0.597
191.000,0.159,0.111,0.403,0.598
196.000,0.159,0.111,0.418,0.622
201.000,0.158,0.110,0.422,0.651
206.000,0.157,0.108,0.418,0.693
211.000,0.157,0.106,0.403,0.756
216.000,0.156,0.105,0.371,0.751
221.000,0.155,0.103,0.365,0.772
226.000,0.155,0.102,0.357,0.788
231.000,0.154,0.102,0.352,0.800
236.000,0.153,0.102,0.350,0.796
241.000,0.153,0.101,0.358,0.796
246.000,0.152,0.102,0.368,0.768
251.000,0.151,0.104,0.394,0.750
256.000,0.151,0.105,0.423,0.745
261.000,0.150,0.105,0.447,0.756
266.000,0.149,0.106,0.462,0.744
271.000,0.149,0.106,0.484,0.751
276.000,0.148,0.106,0.499,0.753
281.000,0.147,0.105,0.513,0.801
286.000,0.147,0.105,0.504,0.791
291.000,0.146,0.105,0.513,0.774
296.000,0.145,0.106,0.533,0.762
301.000,0.145,0.108,0.558,0.722
306.000,0.144,0.111,0.600,0.686
311.000,0.143,0.112,0.649,0.708
316.000,0.143,0.113,0.671,0.691
321.000,0.142,0.114,0.702,0.689
326.000,0.141,0.114,0.729,0.718
331.000,0.141,0.114,0.738,0.726
336.000,0.140,0.114,0.749,0.724
341.000,0.139,0.114,0.766,0.743
346.000,0.139,0.114,0.776,0.767
351.000,0.138,0.113,0.779,0.810
356.000,0.137,0.112,0.769,0.805
361.000,0.137,0.112,0.777,0.822
366.000,0.136,0.112,0.782,0.839
371.000,0.135,0.111,0.786,0.855
377.000,0.135,0.111,0.790,0.876
382.000,0.134,0.111,0.793,0.860
387.000,0.133,0.112,0.813,0.863
392.000,0.132,0.111,0.831,0.904
397.000,0.132,0.110,0.829,0.924
402.000,0.131,0.109,0.828,0.942
407.000,0.130,0.108,0.827,0.979
412.000,0.130,0.106,0.818,1.039
417.000,0.129,0.104,0.791,1.054
422.000,0.128,0.103,0.779,1.071
427.000,0.128,0.102,0.772,1.092
432.000,0.127,0.099,0.765,1.165
437.000,0.126,0.096,0.733,1.230
442.000,0.126,0.093,0.690,1.266
447.000,0.125,0.091,0.655,1.303
452.000,0.124,0.088,0.624,1.334
457.000,0.124,0.084,0.598,1.424
462.000,0.123,0.081,0.542,1.457
467.000,0.122,0.078,0.500,1.479
472.000,0.122,0.076,0.470,1.508
477.000,0.121,0.073,0.442,1.542
482.000,0.120,0.070,0.411,1.595
487.000,0.120,0.066,0.369,1.637
492.000,0.119,0.063,0.326,1.688
497.000,0.118,0.060,0.278,1.697
502.000,0.118,0.058,0.247,1.718
507.000,0.117,0.055,0.219,1.736
512.000,0.116,0.054,0.192,1.720
517.000,0.116,0.052,0.185,1.755
522.000,0.115,0.051,0.160,1.743
527.000,0.114,0.050,0.149,1.729
532.000,0.114,0.048,0.148,1.750
537.000,0.113,0.047,0.133,1.744
542.000,0.112,0.046,0.125,1.735
547.000,0.112,0.045,0.122,1.746
552.000,0.111,0.044,0.111,1.737
557.000,0.110,0.042,0.106,1.748
562.000,0.110,0.042,0.094,1.715
567.000,0.109,0.042,0.101,1.708
572.000,0.108,0.041,0.104,1.701
577.000,0.108,0.041,0.105,1.697
582.000,0.107,0.040,0.105,1.698
587.000,0.106,0.039,0.100,1.696
592.000,0.106,0.037,0.095,1.701
597.000,0.105,0.037,0.087,1.684
602.000,0.104,0.037,0.087,1.661
607.000,0.104,0.036,0.095,1.659
612.000,0.103,0.035,0.097,1.657
617.000,0.102,0.035,0.096,1.642
622.000,0.102,0.035,0.100,1.614
627.000,0.101,0.035,0.113,1.607
632.000,0.100,0.035,0.120,1.578
637.000,0.100,0.034,0.136,1.598
642.000,0.099,0.033,0.131,1.600

647.000,0.098,0.033,0.125,1.587
652.000,0.098,0.033,0.127,1.550
657.000,0.097,0.033,0.144,1.542
662.000,0.096,0.032,0.155,1.566
667.000,0.096,0.030,0.146,1.588
672.000,0.095,0.029,0.128,1.572
677.000,0.094,0.028,0.125,1.574
682.000,0.094,0.028,0.120,1.549
687.000,0.093,0.028,0.128,1.543
692.000,0.092,0.029,0.133,1.507
697.000,0.092,0.028,0.152,1.530
702.000,0.091,0.029,0.148,1.474
707.000,0.090,0.029,0.173,1.466
712.000,0.090,0.029,0.189,1.443
717.000,0.089,0.029,0.208,1.457
722.000,0.088,0.029,0.209,1.447
727.000,0.088,0.028,0.215,1.443
732.000,0.087,0.028,0.219,1.428
737.000,0.086,0.029,0.229,1.396
742.000,0.086,0.029,0.249,1.398
747.000,0.085,0.029,0.259,1.388
752.000,0.084,0.029,0.270,1.371
757.000,0.084,0.029,0.284,1.375
762.000,0.083,0.030,0.290,1.335
767.000,0.082,0.030,0.315,1.330
772.000,0.082,0.032,0.331,1.278
777.000,0.081,0.034,0.367,1.213
782.000,0.080,0.037,0.421,1.160
787.000,0.080,0.040,0.478,1.123
792.000,0.079,0.043,0.530,1.072
797.000,0.078,0.045,0.587,1.072
802.000,0.078,0.044,0.622,1.117
807.000,0.077,0.044,0.623,1.118
812.000,0.076,0.043,0.629,1.153
817.000,0.076,0.042,0.621,1.140
822.000,0.075,0.044,0.629,1.099
827.000,0.074,0.045,0.660,1.080
832.000,0.074,0.046,0.691,1.082
837.000,0.073,0.046,0.713,1.098
842.000,0.072,0.045,0.723,1.115
847.000,0.072,0.045,0.726,1.110
852.000,0.071,0.045,0.738,1.114
857.000,0.070,0.045,0.749,1.128
862.000,0.070,0.046,0.755,1.101
867.000,0.069,0.047,0.778,1.084
872.000,0.068,0.048,0.806,1.067
877.000,0.068,0.049,0.837,1.080
882.000,0.067,0.049,0.854,1.096
887.000,0.066,0.049,0.863,1.106
892.000,0.066,0.048,0.871,1.138
897.000,0.065,0.046,0.867,1.177
902.000,0.064,0.044,0.853,1.211
907.000,0.064,0.044,0.836,1.205
912.000,0.063,0.043,0.838,1.216
917.000,0.062,0.042,0.840,1.265
922.000,0.062,0.040,0.824,1.286
927.000,0.061,0.038,0.812,1.318
932.000,0.060,0.036,0.795,1.376
937.000,0.060,0.034,0.763,1.383
942.000,0.059,0.032,0.749,1.440
947.000,0.058,0.030,0.717,1.455
952.000,0.058,0.027,0.698,1.504
957.000,0.057,0.025,0.667,1.516
962.000,0.056,0.024,0.649,1.526
967.000,0.056,0.022,0.637,1.555
972.000,0.055,0.020,0.619,1.575
977.000,0.054,0.018,0.603,1.601
982.000,0.054,0.017,0.583,1.608
987.000,0.053,0.015,0.571,1.653
992.000,0.052,0.011,0.543,1.703
997.000,0.052,0.008,0.505,1.755
1002.000,0.051,0.006,0.459,1.756
1007.000,0.050,0.001,0.434,1.846
1012.000,0.050,-0.003,0.375,1.889
1017.000,0.049,-0.007,0.321,1.930
1022.000,0.048,-0.009,0.269,1.907
1027.000,0.048,-0.011,0.251,1.942
1032.000,0.047,-0.014,0.220,1.960
1037.000,0.046,-0.015,0.191,1.952
1042.000,0.046,-0.018,0.175,1.975
1047.000,0.045,-0.020,0.151,1.979
1052.000,0.044,-0.021,0.130,1.974
1057.000,0.044,-0.023,0.117,1.994
1062.000,0.043,-0.027,0.094,2.049
1067.000,0.042,-0.031,0.049,2.097
1072.000,0.042,-0.033,-0.006,2.083
1077.000,0.041,-0.035,-0.034,2.068
1082.000,0.040,-0.037,-0.049,2.083
1087.000,0.040,-0.039,-0.072,2.075
1092.000,0.039,-0.039,-0.088,2.036
1097.000,0.038,-0.040,-0.084,2.027
1102.000,0.038,-0.040,-0.086,2.001
1107.000,0.037,-0.040,-0.082,1.969
1112.000,0.036,-0.041,-0.072,1.980
1117.000,0.036,-0.042,-0.080,1.940
1122.000,0.035,-0.042,-0.071,1.933
1127.000,0.034,-0.043,-0.070,1.919
1132.000,0.034,-0.043,-0.070,1.880
1137.000,0.033,-0.042,-0.057,1.837
1142.000,0.032,-0.041,-0.035,1.796
1147.000,0.032,-0.041,-0.009,1.782
1152.000,0.031,-0.039,0.006,1.730
1157.000,0.030,-0.039,0.034,1.714
1162.000,0.030,-0.038,0.052,1.688
1167.000,0.029,-0.038,0.071,1.655
1172.000,0.028,-0.037,0.093,1.635
1177.000,0.028,-0.035,0.111,1.555
1182.000,0.027,-0.033,0.157,1.534
1187.000,0.026,-0.033,0.190,1.516
1192.000,0.026,-0.031,0.214,1.482
1197.000,0.025,-0.030,0.242,1.458
1202.000,0.024,-0.029,0.268,1.429
1207.000,0.024,-0.028,0.296,1.409
1212.000,0.023,-0.027,0.320,1.381
1217.000,0.022,-0.026,0.348,1.361
1222.000,0.022,-0.026,0.373,1.358
1227.000,0.021,-0.025,0.389,1.333
1232.000,0.020,-0.024,0.412,1.298
1237.000,0.020,-0.022,0.443,1.259
1242.000,0.019,-0.020,0.482,1.221
1247.000,0.018,-0.018,0.524,1.183
1252.000,0.018,-0.017,0.569,1.193
1257.000,0.017,-0.015,0.592,1.146
1262.000,0.016,-0.012,0.632,1.071
1267.000,0.016,-0.009,0.696,1.047

1272.000,0.015,-0.007,0.748,1.017
1277.000,0.014,-0.005,0.797,1.017
1282.000,0.014,-0.004,0.830,1.024
1287.000,0.013,-0.003,0.852,1.012
1292.000,0.012,-0.001,0.878,0.963
1297.000,0.012,0.001,0.925,0.942
1302.000,0.011,0.003,0.969,0.935
1307.000,0.010,0.003,1.006,0.959
1312.000,0.010,0.003,1.023,0.972
1317.000,0.009,0.004,1.036,0.977
1322.000,0.008,0.005,1.051,0.953
1327.000,0.008,0.006,1.082,0.958
1332.000,0.007,0.008,1.106,0.922
1337.000,0.006,0.009,1.149,0.932
1342.000,0.006,0.009,1.177,0.964
1347.000,0.005,0.010,1.188,0.951
1352.000,0.004,0.010,1.212,0.964
1357.000,0.004,0.012,1.230,0.934
1362.000,0.003,0.012,1.268,0.974
1367.000,0.002,0.012,1.279,0.980
1372.000,0.002,0.012,1.296,1.003
1377.000,0.001,0.012,1.305,1.026
1382.000,0.000,0.014,1.312,0.988
1387.000,0.000,0.016,1.343,0.963
1392.000,-0.001,0.018,1.385,0.943
1397.000,-0.001,0.020,1.430,0.944
1402.000,-0.002,0.022,1.467,0.929
1407.000,-0.003,0.024,1.508,0.909
1412.000,-0.003,0.026,1.555,0.903
1417.000,-0.004,0.027,1.597,0.927
1422.000,-0.005,0.027,1.623,0.952
1427.000,-0.005,0.028,1.640,0.970
1432.000,-0.006,0.029,1.656,0.960
1437.000,-0.007,0.029,1.685,0.983
1442.000,-0.007,0.028,1.705,1.045
1447.000,-0.008,0.029,1.701,1.039
1452.000,-0.009,0.029,1.717,1.056
1457.000,-0.009,0.029,1.733,1.079
1462.000,-0.010,0.028,1.746,1.138
1467.000,-0.011,0.025,1.740,1.229
1472.000,-0.011,0.023,1.706,1.270
1477.000,-0.012,0.022,1.682,1.279
1482.000,-0.013,0.021,1.680,1.314
1487.000,-0.013,0.020,1.675,1.364
1492.000,-0.014,0.019,1.661,1.390
1497.000,-0.015,0.017,1.654,1.430
1502.000,-0.015,0.017,1.643,1.446
1507.000,-0.016,0.015,1.641,1.483
1512.000,-0.017,0.013,1.634,1.557
1517.000,-0.017,0.011,1.604,1.601
1522.000,-0.018,0.008,1.578,1.642
1527.000,-0.019,0.006,1.554,1.691
1532.000,-0.019,0.004,1.527,1.726
1537.000,-0.020,0.002,1.505,1.746
1542.000,-0.021,0.000,1.492,1.788
1547.000,-0.021,-0.002,1.473,1.837
1552.000,-0.022,-0.005,1.446,1.899
1557.000,-0.023,-0.007,1.408,1.924
1562.000,-0.023,-0.011,1.382,2.000
1567.000,-0.024,-0.013,1.337,2.024
1572.000,-0.025,-0.017,1.307,2.089
1577.000,-0.025,-0.020,1.262,2.111
1582.000,-0.026,-0.022,1.232,2.135
1587.000,-0.027,-0.023,1.208,2.147
1592.000,-0.027,-0.027,1.192,2.215
1597.000,-0.028,-0.031,1.152,2.282
1602.000,-0.029,-0.035,1.099,2.326
1607.000,-0.029,-0.039,1.050,2.388
1612.000,-0.030,-0.043,0.993,2.436
1617.000,-0.031,-0.047,0.938,2.468
1622.000,-0.031,-0.048,0.892,2.447
1627.000,-0.032,-0.051,0.876,2.494
1632.000,-0.033,-0.054,0.841,2.529
1637.000,-0.033,-0.058,0.802,2.562
1642.000,-0.034,-0.060,0.761,2.582
1647.000,-0.035,-0.063,0.725,2.583
1652.000,-0.035,-0.065,0.700,2.611
1657.000,-0.036,-0.068,0.668,2.627
1662.000,-0.037,-0.069,0.637,2.598
1667.000,-0.037,-0.071,0.629,2.620
1672.000,-0.038,-0.074,0.607,2.638
1677.000,-0.039,-0.076,0.580,2.636
1682.000,-0.039,-0.076,0.560,2.587
1687.000,-0.040,-0.076,0.567,2.555
1692.000,-0.041,-0.077,0.580,2.565
1697.000,-0.041,-0.076,0.575,2.519
1702.000,-0.042,-0.077,0.588,2.515
1707.000,-0.043,-0.076,0.591,2.455
1712.000,-0.043,-0.074,0.616,2.391
1717.000,-0.044,-0.073,0.656,2.357
1722.000,-0.045,-0.072,0.688,2.331
1727.000,-0.045,-0.071,0.714,2.299
1732.000,-0.046,-0.068,0.740,2.227
1737.000,-0.047,-0.067,0.786,2.199
1742.000,-0.047,-0.064,0.822,2.124
1747.000,-0.048,-0.060,0.876,2.029
1752.000,-0.049,-0.056,0.951,1.957
1757.000,-0.049,-0.051,1.027,1.874
1762.000,-0.050,-0.048,1.109,1.836
1767.000,-0.051,-0.044,1.174,1.785
1772.000,-0.051,-0.041,1.237,1.734
1777.000,-0.052,-0.037,1.300,1.673
1782.000,-0.053,-0.035,1.370,1.656
1787.000,-0.053,-0.030,1.422,1.556
1792.000,-0.054,-0.024,1.507,1.470
1797.000,-0.055,-0.017,1.604,1.346
1802.000,-0.055,-0.012,1.727,1.305
1807.000,-0.056,-0.006,1.824,1.243
1812.000,-0.057,-0.003,1.919,1.235
1817.000,-0.057,0.001,1.987,1.189
1822.000,-0.058,0.004,2.062,1.181
1827.000,-0.059,0.009,2.122,1.126
1832.000,-0.059,0.012,2.199,1.115
1837.000,-0.060,0.016,2.263,1.085
1842.000,-0.061,0.018,2.331,1.092
1847.000,-0.061,0.021,2.383,1.086
1852.000,-0.062,0.023,2.434,1.086
1857.000,-0.063,0.026,2.482,1.068
1862.000,-0.063,0.029,2.538,1.056
1867.000,-0.064,0.031,2.596,1.075

1872.000,-0.065,0.034,2.640,1.062
1877.000,-0.065,0.037,2.693,1.049
1882.000,-0.066,0.039,2.751,1.070
1887.000,-0.067,0.040,2.795,1.103
1892.000,-0.067,0.041,2.826,1.147
1897.000,-0.068,0.041,2.845,1.177
1902.000,-0.069,0.043,2.864,1.180
1907.000,-0.069,0.045,2.899,1.190
1912.000,-0.070,0.047,2.936,1.199
1917.000,-0.071,0.046,2.976,1.271
1922.000,-0.071,0.046,2.986,1.323
1927.000,-0.072,0.045,2.990,1.393
1932.000,-0.073,0.043,2.982,1.463
1937.000,-0.073,0.040,2.966,1.556
1942.000,-0.074,0.038,2.935,1.633
1947.000,-0.075,0.036,2.903,1.688
1952.000,-0.075,0.035,2.881,1.709
1957.000,-0.076,0.034,2.880,1.745
1962.000,-0.077,0.034,2.883,1.793
1967.000,-0.077,0.032,2.880,1.867
1972.000,-0.078,0.029,2.862,1.943
1977.000,-0.079,0.025,2.833,2.048
1982.000,-0.079,0.022,2.784,2.108
1987.000,-0.080,0.018,2.746,2.199
1992.000,-0.081,0.014,2.696,2.279
1997.000,-0.081,0.012,2.646,2.327
2002.000,-0.082,0.008,2.611,2.406
2007.000,-0.083,0.004,2.565,2.481
2012.000,-0.083,0.000,2.517,2.555
2017.000,-0.084,-0.005,2.465,2.673
2022.000,-0.085,-0.011,2.390,2.773
2027.000,-0.085,-0.017,2.309,2.874
2032.000,-0.086,-0.023,2.224,2.963
2037.000,-0.087,-0.029,2.140,3.040
2042.000,-0.087,-0.034,2.063,3.100
2047.000,-0.088,-0.039,1.996,3.187
2052.000,-0.089,-0.045,1.919,3.252
2057.000,-0.089,-0.050,1.847,3.321
2062.000,-0.090,-0.054,1.774,3.358
2067.000,-0.091,-0.059,1.716,3.403
2072.000,-0.091,-0.064,1.660,3.488
2077.000,-0.092,-0.069,1.584,3.527
2082.000,-0.093,-0.074,1.520,3.582
2087.000,-0.093,-0.078,1.453,3.607
2092.000,-0.094,-0.081,1.399,3.627
2097.000,-0.095,-0.085,1.353,3.647
2102.000,-0.095,-0.088,1.311,3.668
2107.000,-0.096,-0.091,1.269,3.686
2112.000,-0.097,-0.094,1.228,3.673
2117.000,-0.097,-0.096,1.204,3.673
2122.000,-0.098,-0.098,1.181,3.665
2127.000,-0.099,-0.098,1.162,3.632
2132.000,-0.099,-0.099,1.158,3.603
2137.000,-0.100,-0.100,1.160,3.581
2142.000,-0.101,-0.100,1.161,3.546
2147.000,-0.101,-0.100,1.169,3.506
2152.000,-0.102,-0.099,1.184,3.464
2157.000,-0.103,-0.098,1.202,3.424
2162.000,-0.103,-0.097,1.223,3.378
2167.000,-0.104,-0.096,1.248,3.325
2172.000,-0.105,-0.095,1.280,3.280
2177.000,-0.105,-0.094,1.312,3.256
2182.000,-0.106,-0.094,1.333,3.232
2187.000,-0.107,-0.092,1.350,3.165
2192.000,-0.107,-0.089,1.387,3.080
2197.000,-0.108,-0.085,1.444,2.991
2202.000,-0.109,-0.082,1.514,2.926
2207.000,-0.109,-0.078,1.579,2.848
2212.000,-0.110,-0.074,1.652,2.796
2217.000,-0.111,-0.070,1.714,2.711
2222.000,-0.111,-0.067,1.790,2.664
2227.000,-0.112,-0.063,1.855,2.581
2232.000,-0.113,-0.060,1.933,2.575
2237.000,-0.113,-0.057,1.981,2.514
2242.000,-0.114,-0.054,2.041,2.470
2247.000,-0.115,-0.051,2.100,2.440
2252.000,-0.115,-0.048,2.152,2.400
2257.000,-0.116,-0.046,2.208,2.361
2262.000,-0.117,-0.044,2.264,2.362
2267.000,-0.117,-0.042,2.301,2.329
2272.000,-0.118,-0.039,2.347,2.291
2277.000,-0.119,-0.037,2.400,2.274
2282.000,-0.119,-0.034,2.448,2.246
2287.000,-0.120,-0.033,2.498,2.274
2292.000,-0.121,-0.033,2.521,2.282
2297.000,-0.121,-0.032,2.542,2.276
2302.000,-0.122,-0.030,2.569,2.265
2307.000,-0.123,-0.030,2.601,2.296
2312.000,-0.123,-0.030,2.615,2.304
2317.000,-0.124,-0.029,2.631,2.297
2322.000,-0.125,-0.029,2.657,2.326
2327.000,-0.125,-0.030,2.669,2.373
2332.000,-0.126,-0.031,2.665,2.422
2337.000,-0.127,-0.034,2.651,2.510
2342.000,-0.127,-0.037,2.612,2.540
2347.000,-0.128,-0.039,2.589,2.590
2352.000,-0.129,-0.041,2.563,2.636
2357.000,-0.129,-0.043,2.537,2.667
2362.000,-0.130,-0.044,2.518,2.673
2367.000,-0.131,-0.046,2.515,2.730
2372.000,-0.131,-0.047,2.493,2.731
2377.000,-0.132,-0.048,2.491,2.762
2382.000,-0.133,-0.050,2.483,2.817
2387.000,-0.133,-0.054,2.459,2.898
2392.000,-0.134,-0.057,2.413,2.950
2397.000,-0.135,-0.060,2.370,2.979
2402.000,-0.135,-0.062,2.340,3.005
2407.000,-0.136,-0.064,2.316,3.042
2412.000,-0.137,-0.066,2.290,3.048
2417.000,-0.137,-0.068,2.279,3.082
2422.000,-0.138,-0.070,2.259,3.112
2427.000,-0.139,-0.072,2.238,3.149
2432.000,-0.139,-0.073,2.212,3.144
2437.000,-0.140,-0.074,2.203,3.139
2442.000,-0.141,-0.075,2.204,3.162
2447.000,-0.141,-0.077,2.195,3.200
2452.000,-0.142,-0.080,2.174,3.243
2457.000,-0.143,-0.083,2.143,3.286

2462.000,-0.143,-0.085,2.107,3.293
2467.000,-0.144,-0.086,2.086,3.292
2472.000,-0.145,-0.088,2.076,3.322
2477.000,-0.145,-0.091,2.055,3.363
2482.000,-0.146,-0.092,2.024,3.334
2487.000,-0.147,-0.092,2.022,3.328
2492.000,-0.147,-0.093,2.023,3.333
2497.000,-0.148,-0.094,2.021,3.350
2502.000,-0.149,-0.096,2.010,3.364
2507.000,-0.149,-0.097,1.997,3.367
2512.000,-0.150,-0.098,1.987,3.357
2517.000,-0.151,-0.099,1.986,3.369
2522.000,-0.151,-0.099,1.978,3.323
2527.000,-0.152,-0.098,1.996,3.300
2532.000,-0.153,-0.099,2.016,3.311
2537.000,-0.153,-0.100,2.020,3.332
2542.000,-0.154,-0.101,2.011,3.332
2547.000,-0.155,-0.102,2.005,3.324
2552.000,-0.155,-0.103,2.006,3.361
2557.000,-0.156,-0.104,1.986,3.344
2562.000,-0.157,-0.106,1.984,3.367
2567.000,-0.157,-0.106,1.970,3.339
2572.000,-0.158,-0.106,1.976,3.317
2577.000,-0.159,-0.106,1.988,3.297
2582.000,-0.159,-0.106,2.004,3.293
2587.000,-0.160,-0.106,2.014,3.286
